filename,bpm,key,camelot,energy
SERGIK - The Worst.wav,86.1,G minor,6A,6
SERGIK x Lugh Haurie - Zoned 120BPM DMaj.wav,117.5,G major,9B,7
SERGIK - Dmn8r's (FTP VIP).wav,86.1,E minor,9A,7
SERGIK - FTP.wav,89.1,E minor,9A,6
SERGIK - One Of Those Nights.wav,129.2,D minor,7A,6
SERGIK - Back to The Basics (Instrumental).wav,123.0,G major,9B,6
SERGIK - Cosmos.wav,123.0,D major,10B,6
SERGIK - Needs.wav,129.2,D major,10B,6
SERGIK - Rock Dem Feets.wav,129.2,A major,11B,6
SERGIK x Silent Jay - Late Morning1.wav,129.2,D major,10B,6
SERGIK - Jahdelicah 1.wav,129.2,D major,10B,6
SERGIK - The Sound.wav,129.2,D minor,7A,5
SERGIK x Sean Watson  - A Good Day (Instrumental).wav,92.3,D major,10B,6
SERGIK x LODIN - Bussin.wav,123.0,D major,10B,7
SERGIK - Celestial Groove.wav,123.0,D minor,7A,6
SERGIK - Fall Leafs.wav,136.0,A minor,8A,5
SERGIK - Everyday Gratitude (Freedom SRGFLiP).wav,86.1,D major,10B,8
SERGIK - Golden Hour - House.wav,86.1,A major,11B,6
SERGIK - On Slack.wav,86.1,D major,10B,9
SERGIK - Spring Swing.wav,86.1,A minor,8A,9
SERGIK - Back to The Basics.wav,123.0,G major,9B,6
SERGIK - Mind Rollercoaster.wav,86.1,D major,10B,6
SERGIK - On and On(Badu Remix).wav,123.0,D major,10B,6
SERGIK x Mateo Haze - Who's Boss_.wav,117.5,D major,10B,5
SERGIK - Man On A Journey.wav,136.0,A major,11B,5
SERGIK x Stan The Guitarman - Highway 1.wav,129.2,A major,11B,6
SERGIK - 6 Hours In v2.mp3,129.2,D major,10B,6
SERGIK - Oooh Ah Eee.wav,123.0,A minor,8A,6
SERGIK x Francisco Josue - Let Me.2.wav,86.1,A major,11B,6
SERGIK x OG Coco - Tell Em Heal.wav,92.3,D minor,7A,6
SERGIK - Happiness.wav,86.1,A minor,8A,7
SERGIK x LODIN - Mercy (Club Master).wav,123.0,A major,11B,6
SERGIK x Breauxxx - The Bag 130bpm (Techno SRGFLP)).wav,129.2,D major,10B,6
SERGIK x Sean Hart x Sean Watson - Escapade.wav,92.3,D major,10B,6
SERGIK - Astro Spore.wav,123.0,D major,10B,5
SERGIK - Something Sick.wav,117.5,D major,10B,6
SERGIK - Radiowave Contact.wav,89.1,D major,10B,6
SERGIK x JIMII - Do it Yourself.wav,86.1,D major,10B,6
SERGIK x Crosstick - Katana Ghost.wav,92.3,D major,10B,6
SERGIK - Cosmic Cadillac.wav,80.7,D major,10B,5
SERGIK  - It Is What It Is.wav,86.1,D major,10B,6
SERGIK - Dat Feelin.wav,86.1,D major,10B,6
SERGIK - Crawling Vines.wav,103.4,D major,10B,7
SERGIK - Musik Is The Answr.wav,86.1,D minor,7A,7
SERGIK x OffMedz_ - Around the World.wav,123.0,D major,10B,7
SERGIK - After Party.wav,129.2,A major,11B,5
SERGIK - All Days.wav,129.2,A minor,8A,6
SERGIK - GET ON MY VIBE.wav,86.1,A minor,8A,6
SERGIK - Take A Walk.wav,123.0,D major,10B,7
SERGIK - Happiness 2.wav,86.1,D major,10B,6
SERGIK x Silent Jay x Van - Viva Ponderosa.wav,129.2,G major,9B,5
SERGIK - Pop Musik.wav,86.1,A minor,8A,8
SERGIK - Hustle Funkshway V2.wav,117.5,A major,11B,7
SERGIK - Money Talk Bs Walk.wav,86.1,D major,10B,7
SERGIK - Bouncy Bop.wav,123.0,A major,11B,6
SERGIK - Game.wav,86.1,A major,11B,6
SERGIK - After After (All Around Flip).wav,129.2,D major,10B,6
SERGIK - Disco 82.wav,123.0,D major,10B,5
SERGIK - Feeling Lit.wav,123.0,A major,11B,7
SERGIK - Rise n Shine.wav,86.1,D minor,7A,5
SERGIK - We Do This.wav,129.2,D minor,7A,6
SERGIK x ESHER - Just Dont 124bpm.wav,86.1,D minor,7A,5
SERGIK - Gypsy - House 1.wav,152.0,D minor,7A,7
SERGIK - Life 1.wav,117.5,C# minor,12A,6
SERGIK - Juiced Up.wav,86.1,A major,11B,7
SERGIK x Dillon Nathaniel - Moon Glazin.wav,86.1,D minor,7A,7
SERGIK x Jetski - Code Name SERGSKI.wav,86.1,D major,10B,6
SERGIK  - Dreamer.wav,92.3,A minor,8A,5
Sergik - Freaky Up In Here.wav,86.1,A major,11B,6
SERGIK - In The Streets - (Funkshway SRGFLp) 1.wav,117.5,A major,11B,6
SERGIK -Crowd Control (Amerika SRGFLiP).wav,92.3,A minor,8A,8
SERGIK - Have To Do It.wav,86.1,D minor,7A,6
SERGIK - What Is What 3.wav,143.6,D minor,7A,7
SERGIK - How Ya.wav,129.2,A major,11B,6
Sergik x DJ Dalle - Its Your turn.wav,86.1,A minor,8A,6
SERGIK - Kouch Potato.wav,123.0,A major,11B,6
SERGIK x Javi - Smoke Break at Da Crib.wav,86.1,D major,10B,5
SERGIK - No Stopping.wav,86.1,D major,10B,8
SERGIK - 49ers - Move Your Feet (remix).wav,86.1,D major,10B,7
SERGIK - Somthn L's.wav,129.2,D major,10B,7
SERGIK x Francisco Josue - Let Me.wav,123.0,A major,11B,6
SERGIK x Steve - Yard man.wav,129.2,D minor,7A,6
SERGIK x L9V - 6 Hours In.2.wav,86.1,D major,10B,6
SERGIK x Silent Jay - Make Me Free.wav,129.2,D major,10B,7
SERGIK - Dont You.wav,129.2,D major,10B,7
SERGIK - Soul Mind n Body v2.wav,123.0,D minor,7A,6
SERGIK x Janis - Alchemy.wav,92.3,F minor,4A,6
SERGIK - Doin Ma Thang.wav,129.2,A major,11B,6
SERGIK x Aloe Flipz - Shafeus.wav,86.1,A# minor,3A,6
SERGIK x Ladell Ransom - Desiderata.wav,86.1,D major,10B,7
SERGIK - Dumb.wav,86.1,D major,10B,6
SERGIK x Optikz - Front to Da Back.wav,86.1,D major,10B,6
SERGIK - Never Hold Back (TechyesHausno mix).wav,129.2,D minor,7A,6
SERGIK - Be FreeNDaMind.wav,129.2,A major,11B,8
SERGIK - Golden Hour - Reggaeton.wav,86.1,A major,11B,6
SERGIK - Been Done.wav,123.0,A major,11B,6
SERGIK - Tell Me What It Do.wav,86.1,D major,10B,7
SERGIK x Deep Chetty - So Good v3.wav,86.1,D minor,7A,7
SERGIK - Gypsy - Trap 1.wav,152.0,D minor,7A,7
SERGIK x SLICK FLOYD - Feelin Good.wav,86.1,D minor,7A,7
SERGIK - Losing Control.wav,129.2,D major,10B,7
SERGIK - All My Ladies.wav,123.0,F major,7B,6
SERGIK x Jetskii - Levels To This.wav,86.1,A major,11B,6
SERGIK - The McCoy.wav,86.1,A major,11B,6
SERGIK - Movin.wav,86.1,D major,10B,6
SERGIK - Soular Exploration.wav,86.1,D major,10B,6
SERGIK - Everyday Gratitude 1.wav,86.1,D major,10B,7
SERGIK - Dont Stop V3.wav,129.2,A minor,8A,6
SERGIK - Spanktula.1.wav,86.1,D minor,7A,7
SERGIK x Bob Secret - The Bag.wav,86.1,D major,10B,6
SERGIK - CorK.wav,123.0,A major,11B,6
SERGIK x ESHER - Just Dont.wav,129.2,D minor,7A,5
SERGIK - Cruise Control.wav,86.1,A major,11B,6
SERGIK - Hold Me Down.wav,129.2,D major,10B,7
SERGIK x OG Coconut - Take Me Home.wav,92.3,D minor,7A,7
SERGIK x Tibbs - Prosper v2.wav,143.6,E minor,9A,5
SERGIK - Funky Technician 1.wav,129.2,D major,10B,7
SERGIK - Utopia.wav,89.1,A major,11B,5
SERGIK - Bubble Buddy.wav,86.1,D major,10B,6
SERGIK - Got Dat.wav,129.2,D major,10B,8
SERGIK - Bizzz (Instrumental).wav,89.1,A major,11B,6
SERGIK - Get Up.wav,123.0,D major,10B,8
SERGIK x Nood - Im Grown (Dub Edit).wav,143.6,D minor,7A,5
Sergik - Doses.2.wav,86.1,D minor,7A,7
SERGIK - Air It Out.wav,117.5,D major,10B,6
SERGIK - More Than Life.wav,86.1,A minor,8A,6
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya.wav,123.0,D major,10B,6
SERGIK - Good.wav,86.1,F# minor,11A,8
SERGIK - Dont Stop v2.wav,129.2,A minor,8A,6
Sergik x Nobounds - Not My Fault.wav,86.1,A major,11B,6
SERGIK - Digitality.wav,86.1,A major,11B,7
SERGIK - Ascencion.wav,86.1,D minor,7A,6
SERGIK - Pre Party.wav,86.1,F major,7B,7
SERGIK x Tibbs - Prosper 1.wav,117.5,A major,11B,6
SERGIK - High Class.wav,92.3,A major,11B,7
SERGIK - Brooting.wav,92.3,D major,10B,6
SERGIK - I Forgot.wav,129.2,F# minor,11A,5
SERGIK x Zak Martin - Bang 2 Da Beat.wav,86.1,D major,10B,7
SERGIK - Bender 1.wav,86.1,D major,10B,7
SERGIK - Funkshway - Digi Analog.wav,117.5,A minor,8A,7
SERGIK - Cant Kill My Vibe.wav,129.2,D major,10B,6
SERGIK - What They Say.wav,129.2,A major,11B,6
SERGIK - Opinions.wav,86.1,D major,10B,6
SERGIK - Swonky.wav,129.2,A major,11B,7
SERGIK - Alright.wav,129.2,A major,11B,6
SERGIK - Birth of a planet.wav,117.5,D minor,7A,5
SERGIK - Whats the Reason (Bass VIP 2).wav,92.3,A major,11B,5
SERGIK - Rooftop Sunsets.wav,117.5,D major,10B,6
SERGIK - After After (All Around Flip) V2.wav,129.2,D major,10B,6
SERGIK - Rabbit hole.wav,86.1,A major,11B,6
SERGIK - HUSTLE.wav,86.1,A minor,8A,5
SERGIK - Everyday Gratitude.wav,86.1,D minor,7A,8
SERGIK ft Cy Heck - Give Back.wav,129.2,A major,11B,6
SERGIK - Fall Back.wav,86.1,A major,11B,6
SERGIK - What They Say_.wav,129.2,A major,11B,6
SERGIK - Divine Molecules.wav,123.0,A major,11B,8
SERGIK - Creekside.wav,86.1,D major,10B,6
SERGIK - Jahdelicah.wav,86.1,D minor,7A,6
SERGIK - Bombaclat.wav,129.2,D major,10B,5
SERGIK x ANDINO - How You Do It_.wav,86.1,D major,10B,6
SERGIK x Janis and The Planets - Searching.wav,92.3,F major,7B,5
SERGIK - Techno Vato.wav,136.0,A major,11B,5
SERGIK - They Know.wav,123.0,D major,10B,8
SERGIK - Way Back.wav,123.0,C major,8B,7
SERGIK x Nood - Im Grown.wav,143.6,D minor,7A,5
SERGIK - For The Love.wav,89.1,E minor,9A,6
SERGIK x BeJanis - Hydrate v2.wav,86.1,D major,10B,6
SERGIK - Peer Pressure.wav,86.1,D minor,7A,6
Sergik - I Could.wav,129.2,A minor,8A,6
SERGIK x L9V - DarkPark.wav,86.1,D minor,7A,6
SERGIK - All The Vibes.wav,86.1,D major,10B,7
SERGIK x Melfice - Buggn.wav,123.0,A major,11B,8
SERGIK - Mr. DJ.wav,129.2,A major,11B,7
SERGIK x Stoy - Intelligent Filteroid.wav,92.3,D minor,7A,5
SERGIK  - Make it Bounce.wav,129.2,D major,10B,6
SERGIK x NOOD - Ahhh V2.wav,129.2,D minor,7A,6
SERGIK - We Got It.wav,129.2,D major,10B,7
SERGIK - Gypsy - Trap.wav,152.0,D minor,7A,7
SERGIK - Give Me Peace.wav,112.3,D minor,7A,5
SERGIK - The Assignment 2.wav,123.0,G major,9B,6
SERGIK - The Assignment.wav,123.0,G major,9B,6
SERGIK - Feeling Lit 1.wav,123.0,A major,11B,6
SERGIK - Dont Stop.wav,129.2,A minor,8A,7
SERGIK - Check This Out.wav,86.1,D major,10B,7
SERGIK x Cut Rugs - Foolin.wav,136.0,A# minor,3A,6
SERGIK - Drunk n UFO'n.wav,123.0,D major,10B,7
SERGIK x CHKLZ - DTF.wav,129.2,D minor,7A,7
SERGIK - I Feel Good.wav,129.2,D major,10B,6
SERGIK x Steve - Yardman.wav,129.2,D minor,7A,6
SERGIK - One Time.wav,92.3,D major,10B,5
SERGIK - Last Night_.wav,129.2,D major,10B,8
SERGIK - Vibracion.wav,86.1,A major,11B,6
SERGIK x Skeezy- Brain Alter.wav,129.2,A major,11B,7
SERGIK - Free v2.wav,86.1,A major,11B,6
SERGIK - Floatin.wav,86.1,D major,10B,6
SERGIK - Like That.wav,86.1,A major,11B,7
SERGIK x L9V - City Circus.wav,86.1,A minor,8A,6
SERGIK - On the Go.wav,129.2,D major,10B,7
SERGIK x FM - Dog n Me.wav,86.1,G major,9B,6
SERGIK - Melt.wav,86.1,A major,11B,6
SERGIK - Why Not.wav,89.1,D major,10B,6
SERGIK - Voyager.wav,83.4,E major,12B,6
SERGIK - The Bomb Tech 130 bpm.wav,86.1,A major,11B,6
SERGIK - Life.wav,123.0,C# minor,12A,6
SERGIK x Isaiah - Wont Stop 2.wav,92.3,E minor,9A,6
SERGIK - Can't You See.wav,129.2,A major,11B,7
SERGIK - Elevator.wav,129.2,D major,10B,7
SERGIK - Bye Spring (hip Hop).wav,123.0,D minor,7A,6
SERGIK - Bender.wav,86.1,D major,10B,8
SERGIK - Dont Mind Me.wav,117.5,D minor,7A,7
SERGIK - Melt 2.wav,86.1,D major,10B,6
SERGIK x Sean Watson Ft. Janis - A Good Day v2.wav,92.3,D major,10B,6
SERGIK -Crowd Control (Amerika SRGFLiP) 1.wav,86.1,A minor,8A,7
SERGIK - Rules Dont Apply.wav,123.0,D major,10B,7
SERGIK ft. Residuo - Gottalotta.wav,123.0,D major,10B,7
SERGIK - Rather Dance.wav,129.2,D minor,7A,5
SERGIK x Silent Jay - Numba One.wav,86.1,A major,11B,6
Sergik x Slick Floyd x Connectjon - Shake.wav,86.1,F# minor,11A,6
SERGIK x BeJanis - Hydrate.wav,86.1,D major,10B,6
SERGIK x Mateo Haze - Who's Boss 2_.wav,117.5,D major,10B,5
SERGIK - I Got.wav,123.0,A minor,8A,7
SERGIK - Want What I Want.wav,86.1,D major,10B,7
SERGIK - Free v3.wav,86.1,A major,11B,6
SERGIK x Silent Jay - Late Morning.wav,129.2,D major,10B,6
SERGIK - Gone Floating.wav,117.5,D major,10B,6
SERGIK - Wiggly.wav,123.0,A major,11B,7
SERGIK - Going Gone.wav,86.1,A major,11B,6
SERGIK - Everyday (Dub Reggae SRGFLiP).wav,147.7,A major,11B,6
SERGIK X Karlido x Joc - Love in Ibiza.wav,86.1,D major,10B,6
SERGIK - Drifter.wav,143.6,D major,10B,8
SERGIK x Frank Terry - Cozy Cats.wav,86.1,G major,9B,7
SERGIK - Morpheus.wav,123.0,A major,11B,5
SERGIK - Can You Dance.wav,123.0,A minor,8A,8
SERGIK - Daze.wav,78.3,A minor,8A,6
SERGIK x Slick Floyd - Just Groove.wav,86.1,D major,10B,6
SERGIK - No Fvcks Left.wav,123.0,D major,10B,7
SERGIK - Last Night.wav,123.0,A major,11B,5
SERGIK - Deeper.wav,78.3,D minor,7A,6
SERGIK - Groove Junkie.wav,86.1,G major,9B,6
Sergik ft. RubyRainbow - T!me.wav,86.1,D major,10B,7
Sergik - Warehouse District.1.wav,129.2,C# minor,12A,6
SERGIK x Stan The Guitarman - Interstate 1.wav,86.1,E minor,9A,6
SERGIK x Hausofdevotion - Love Again.wav,117.5,B minor,10A,5
SERGIK - Melt 1.wav,129.2,A major,11B,6
Sergik - Do You.wav,86.1,E major,12B,6
SERGIK - Tippn Screw.wav,89.1,D minor,7A,5
SERGIK - One Time v2.wav,92.3,D major,10B,6
SERGIK x Breauxxx x Janis - The Bag  (SERGIK DiscoTecha VIP 2).wav,129.2,A major,11B,6
SERGIK - The Bomb.wav,86.1,A major,11B,6
SERGIK x Janis & the Planets - Levitating.wav,86.1,A minor,8A,6
SERGIK x Lugh Haurie - Zoned.wav,129.2,G major,9B,7
SERGIK x Sean Hart x Sean Watson x Janis - Snap Back1.wav,143.6,D major,10B,6
SERGIK x BeJanis - Feel The Rhythm.wav,129.2,A minor,8A,5
SERGIK - Farewell.wav,86.1,A minor,8A,6
SERGIK x Bones - Momentum.wav,86.1,F major,7B,7
SERGIK x Tibbs - Prosper.wav,117.5,A major,11B,6
SERGIK - Freaks n Beats.wav,86.1,D major,10B,6
SERGIK - Oye Mami.wav,86.1,D major,10B,6
SERGIK X WWW - Muzik.wav,147.7,D major,10B,7
SERGIK - 6 Hours In.wav,86.1,D major,10B,6
SERGIK - Tell Her.wav,117.5,A minor,8A,7
SERGIK - Its a Feeling.wav,123.0,D minor,7A,6
SERGIK x MEUGEN - Lucid.wav,147.7,A major,11B,5
SERGIK - Party People.wav,129.2,A minor,8A,6
SERGIK - Get it Poppn.wav,129.2,D major,10B,7
Sergik x Grund - Oh My.wav,86.1,A minor,8A,6
Sergik x Silent Jay - We All Turnt.wav,86.1,D major,10B,7
SERGIK - Take.wav,86.1,D major,10B,7
SERGIK - Uninvited v2.wav,86.1,D major,10B,6
SERGIK - Not the Type.wav,123.0,A minor,8A,7
SERGIK x Breauxx - You Can't.wav,86.1,D major,10B,5
SERGIK - Electrify 2.wav,86.1,D minor,7A,6
SERGIK x OffMedz_ - Around the World 1.wav,86.1,D major,10B,7
SERGIK - Give It Up.wav,123.0,D major,10B,7
SERGIK x OG Coconut - Do It.wav,129.2,A minor,8A,6
SERGIK - Dandy (BeJanis - Suade Remix) - CMaj - 99bpm.wav,92.3,D major,10B,6
SERGIK - Abduction.wav,86.1,A major,11B,6
SERGIK x WWW - Heartbeat.wav,92.3,A minor,8A,5
SERGIK - Bless the Trap 2.wav,86.1,A major,11B,6
SERGIK - Havn Fun.wav,129.2,D major,10B,6
SERGIK - Funkdamentals.wav,86.1,D major,10B,6
SERGIK x Mateo Haze - Boss.wav,117.5,D major,10B,5
SERGIK x Zonii - LAZER BEAMS.wav,123.0,A minor,8A,6
SERGIK - Swonky 1.wav,129.2,A major,11B,6
SERGIK - Soul Candy.wav,117.5,A major,11B,6
Sergik - Doses.wav,86.1,D minor,7A,7
SERGIK - Preach to the Choir ft. Sewer.wav,86.1,C minor,5A,6
SERGIK - Hustle Funkshway.wav,117.5,A major,11B,6
SERGIK - Fxck it.wav,86.1,D major,10B,6
SERGIK x WWW - Late Nighters.wav,86.1,A minor,8A,6
SERGIK - GET ON MY VIBE.2.wav,86.1,D minor,7A,6
SERGIK x WWW - Daft Punk - Harder Better Faster Stronger Flip.wav,123.0,F# minor,11A,5
SERGIK - Can You Dance v2.wav,86.1,D minor,7A,7
SERGIK - Rhythm.wav,86.1,A major,11B,6
SERGIK - Like The Ol Days (Bass VIP).wav,123.0,A major,11B,6
SERGIK - Inspire.wav,92.3,D major,10B,6
SERGIK - Nothing to it.wav,123.0,D major,10B,6
SERGIK  - Betta.wav,123.0,G major,9B,7
SERGIK - Creature Hrs.wav,86.1,A major,11B,6
SERGIK - In The Streets.wav,86.1,B minor,10A,6
SERGIK x Silent Jay - Like That.wav,86.1,A major,11B,7
SERGIK - tell her v2.wav,117.5,A minor,8A,7
SERGIK x Konbot x Lavender - Moon Freakin.wav,123.0,D major,10B,6
SERGIK - Head Up.wav,86.1,D major,10B,7
SERGIK x Breauxxx - Pumpin.wav,129.2,D major,10B,7
SERGIK - Back Around.wav,86.1,D major,10B,7
SERGIK - Give Back Ft. Cy Heck.wav,86.1,A major,11B,6
SERGIK - Dubonaut.wav,129.2,A major,11B,5
SERGIK x Breauxx x WWW - Uninvited v2.wav,86.1,D major,10B,8
SERGIK - Come On Strong - 124 BPM Dmin.wav,86.1,D major,10B,7
SERGIK x Nood - Im Grown (Instrumental).wav,143.6,A major,11B,5
SERGIK - Moon Settler.wav,117.5,A minor,8A,7
SERGIK - Whats the Plan Ft. WWW.wav,86.1,A major,11B,6
SERGIK - Funkshway - ANALOG RECORDING.wav,117.5,D major,10B,6
SERGIK - Self Love.wav,86.1,D major,10B,7
SERGIK - Conducter.wav,129.2,D minor,7A,5
SERGIK Ft. Janis & The Planets - Like A Daisy.wav,86.1,A minor,8A,6
SERGIK - In The Streets - (Funkshway SRGFLp) V2.wav,117.5,A major,11B,6
SERGIK - Nimbus Ride.wav,117.5,D minor,7A,5
Sergik x DJ Epidemik x 1200Runway - No Time.wav,86.1,F# minor,11A,6
SERGIK x Auxlee - Quirk.wav,147.7,D major,10B,5
SERGIK - Chasing the sun to Tokyo (Mastered).wav,89.1,E minor,9A,6
SERGIK x Cafe Caderas - House Girls.wav,129.2,A major,11B,6
SERGIK - Drop Dat B.wav,129.2,D major,10B,5
SERGIK - In The Moment.wav,86.1,D minor,7A,7
SERGIK - Up All Night.wav,86.1,C major,8B,6
SERGIK - I Like the way.wav,123.0,A major,11B,6
SERGIK - Golden Hour - Trap.wav,86.1,A major,11B,6
SERGIK - Guttah.wav,129.2,A major,11B,8
Sergik x Hausofdevotion - Delirium.wav,86.1,A minor,8A,5
SERGIK x Janis - Like a Daisy (VIP Alchemy).wav,76.0,F major,7B,6
SERGIK - All My Ladies ft. Nessa.wav,123.0,F major,7B,6
SERGIK x Breauxxx - All Around.wav,86.1,D major,10B,6
SERGIK - Lose Yourself.wav,123.0,D major,10B,6
SERGIK - Aha.wav,86.1,A minor,8A,6
SERGIK x Aloe Flipz x Nood - Bxtch I Grow (Shafeus Edit).wav,86.1,A# minor,3A,6
SERGIK - Jumpin v2.wav,129.2,A major,11B,5
SERGIK x Silent Jay - Soul On Fire.wav,86.1,D major,10B,7
SERGIK - Do My Thang.wav,86.1,A major,11B,8
SERGIK x NOOD - If You Want To v2.wav,86.1,F major,7B,6
SERGIK x Forgotten Modern - Give it To Em.wav,123.0,A minor,8A,8
SERGIK - Electrify.wav,86.1,D major,10B,5
SERGIK X JIMII - JUST IN CASE.wav,129.2,D major,10B,6
SERGIK x Sean Hart x Sean Watson V2x Janis - Snap Back Sweet.wav,92.3,A major,11B,6
Sergik - Tell Me.wav,123.0,D minor,7A,6
SERGIK x Breauxxx x NOOD - Comprehension.wav,129.2,D major,10B,6
SERGIK x Aloe Flipz - Broken Problems v2.wav,123.0,D major,10B,6
SERGIK x Slick - Gangsta.wav,86.1,D major,10B,5
SERGIK - Elevator Musik.wav,129.2,D major,10B,7
SERGIK - Never Hold Back.wav,86.1,D minor,7A,6
SERGIK - Funkshway analog.wav,117.5,D major,10B,7
Sergik - 90s Baby.wav,86.1,D major,10B,6
SERGIK - Going Fast3.wav,86.1,D major,10B,6
SERGIK - Hotstepper Remix.wav,99.4,D minor,7A,5
SERGIK - Mind n Body.wav,86.1,D major,10B,6
SERGIK x NOBOUNDS - Alleyways.wav,123.0,A minor,8A,6
SERGIK x Aloe Flipz - Betta Daze 88bpm.wav,89.1,D minor,7A,6
SERGIK - Going Fast.wav,86.1,D major,10B,7
SERGIK - Hi n Lo.wav,86.1,D# major,5B,6
SERGIK - Going Fast2.wav,86.1,D major,10B,7
SERGIK x CHKLZ - To Da Flow.wav,129.2,A major,11B,7
SERGIK ft. Residuo - Gottalotta.1.wav,123.0,D major,10B,7
Sergik x Skeezy - Gangsta.wav,129.2,D major,10B,6
SERGIK - Space Travel.wav,86.1,A major,11B,6
SERGIK - Astro Daze.wav,76.0,A minor,8A,9
SERGIK x OG Coconut - What you want.wav,86.1,D major,10B,7
SERGIKx Offmedz_ - Trippy Liquid.wav,86.1,D major,10B,6
SERGIK - Tequila Power.wav,86.1,F major,7B,6
SERGIK x Slick Floyd x Lev Ayathiens - Running V2.wav,117.5,F major,7B,6
