filename,bpm,key,camelot,energy
SERGIK x Janis and The Planets - Searching.wav,92.3,F major,7B,5
SERGIK x Sean Hart Ft. Chris Powell - American LOVE (Rebass) 1.wav,123.0,D major,10B,6
SERGIK - Techno Vato.wav,136.0,A major,11B,5
SERGIK - They Know.wav,123.0,D major,10B,8
SERGIK - Way Back.wav,123.0,C major,8B,7
SERGIK x Nood - Im Grown.wav,143.6,D minor,7A,5
SERGIK - For The Love.wav,89.1,E minor,9A,6
SERGIK x BeJanis - Hydrate v2.wav,86.1,D major,10B,6
SERGIK - Peer Pressure.wav,86.1,D minor,7A,6
Sergik - I Could.wav,129.2,A minor,8A,6
SERGIK x L9V - DarkPark.wav,86.1,D minor,7A,6
SERGIK - All The Vibes.wav,86.1,D major,10B,7
SERGIK x Melfice - Buggn.wav,123.0,A major,11B,8
SERGIK - Sometimes (Nature instrumental) 1.wav,129.2,F# minor,11A,5
SERGIK - Mr. DJ.wav,129.2,A major,11B,7
SERGIK x Stoy - Intelligent Filteroid.wav,92.3,D minor,7A,5
SERGIK  - Make it Bounce.wav,129.2,D major,10B,6
SERGIK x NOOD - Ahhh V2.wav,129.2,D minor,7A,6
SERGIK - We Got It.wav,129.2,D major,10B,7
SERGIK - Gypsy - Trap.wav,152.0,D minor,7A,7
SERGIK x Sean Hart Ft. Chris Powell - American LOVE (Rebass) V2.wav,117.5,D major,10B,6
SERGIK - Give Me Peace.wav,112.3,D minor,7A,5
SERGIK - The Assignment 2.wav,123.0,G major,9B,6
SERGIK - The Assignment.wav,123.0,G major,9B,6
SERGIK - Feeling Lit 1.wav,123.0,A major,11B,6
SERGIK - Dont Stop.wav,129.2,A minor,8A,7
SERGIK - Check This Out.wav,86.1,D major,10B,7
SERGIK x Cut Rugs - Foolin.wav,136.0,A# minor,3A,6
SERGIK - Sometimes (instrumental).wav,80.7,G# minor,1A,5
SERGIK x Sean Watson x BeJanis - Make A Wish.wav,112.3,C major,8B,6
SERGIK - Drunk n UFO'n.wav,123.0,D major,10B,7
SERGIK x CHKLZ - DTF.wav,129.2,D minor,7A,7
SERGIK - I Feel Good.wav,129.2,D major,10B,6
SERGIK x Steve - Yardman.wav,129.2,D minor,7A,6
SERGIK - One Time.wav,92.3,D major,10B,5
SERGIK - Last Night_.wav,129.2,D major,10B,8
SERGIK - Vibracion.wav,86.1,A major,11B,6
SERGIK x Skeezy- Brain Alter.wav,129.2,A major,11B,7
SERGIK - Free v2.wav,86.1,A major,11B,6
SERGIK - Floatin.wav,86.1,D major,10B,6
SERGIK - Like That.wav,86.1,A major,11B,7
SERGIK x L9V - City Circus.wav,86.1,A minor,8A,6
SERGIK - On the Go.wav,129.2,D major,10B,7
SERGIK x FM - Dog n Me.wav,86.1,G major,9B,6
SERGIK - Melt.wav,86.1,A major,11B,6
SERGIK - Why Not.wav,89.1,D major,10B,6
SERGIK - Yee Bwoyyy.wav,86.1,D major,10B,6
SERGIK - Voyager.wav,83.4,E major,12B,6
SERGIK - The Bomb Tech 130 bpm.wav,86.1,A major,11B,6
SERGIK - Life.wav,123.0,C# minor,12A,6
SERGIK x Sean H x Sean W - Back at it.wav,129.2,A major,11B,6
SERGIK x Isaiah - Wont Stop 2.wav,92.3,E minor,9A,6
SERGIK - Can't You See.wav,129.2,A major,11B,7
SERGIK - Elevator.wav,129.2,D major,10B,7
SERGIK - Bye Spring (hip Hop).wav,123.0,D minor,7A,6
SERGIK - Bender.wav,86.1,D major,10B,8
SERGIK - Dont Mind Me.wav,117.5,D minor,7A,7
SERGIK - Melt 2.wav,86.1,D major,10B,6
SERGIK x Sean Watson Ft. Janis - A Good Day v2.wav,92.3,D major,10B,6
SERGIK -Crowd Control (Amerika SRGFLiP) 1.wav,86.1,A minor,8A,7
SERGIK - Rules Dont Apply.wav,123.0,D major,10B,7
SERGIK ft. Residuo - Gottalotta.wav,123.0,D major,10B,7
SERGIK - Rather Dance.wav,129.2,D minor,7A,5
SERGIK x Silent Jay - Numba One.wav,86.1,A major,11B,6
Sergik x Slick Floyd x Connectjon - Shake.wav,86.1,F# minor,11A,6
SERGIK x BeJanis - Hydrate.wav,86.1,D major,10B,6
SERGIK x Mateo Haze - Who's Boss 2_.wav,117.5,D major,10B,5
SERGIK - I Got.wav,123.0,A minor,8A,7
SERGIK - Want What I Want.wav,86.1,D major,10B,7
SERGIK - Free v3.wav,86.1,A major,11B,6
SERGIK x Sean Hart Ft. Chris Powell v4- American LOVE.wav,123.0,D major,10B,6
SERGIK x Sean Hart - Dandelicious v2.wav,92.3,C major,8B,7
SERGIK x Silent Jay - Late Morning.wav,129.2,D major,10B,6
SERGIK - Gone Floating.wav,117.5,D major,10B,6
SERGIK - Wiggly.wav,123.0,A major,11B,7
SERGIK - Going Gone.wav,86.1,A major,11B,6
SERGIK - Everyday (Dub Reggae SRGFLiP).wav,147.7,A major,11B,6
SERGIK X Karlido x Joc - Love in Ibiza.wav,86.1,D major,10B,6
SERGIK - Drifter.wav,143.6,D major,10B,8
SERGIK x Frank Terry - Cozy Cats.wav,86.1,G major,9B,7
SERGIK - Morpheus.wav,123.0,A major,11B,5
SERGIK - Can You Dance.wav,123.0,A minor,8A,8
SERGIK - Daze.wav,78.3,A minor,8A,6
SERGIK x Slick Floyd - Just Groove.wav,86.1,D major,10B,6
SERGIK - No Fvcks Left.wav,123.0,D major,10B,7
SERGIK - Last Night.wav,123.0,A major,11B,5
SERGIK - Deeper.wav,78.3,D minor,7A,6
SERGIK - Groove Junkie.wav,86.1,G major,9B,6
Sergik ft. RubyRainbow - T!me.wav,86.1,D major,10B,7
SERGIK x Chris Powell - So Wrong.wav,117.5,A minor,8A,7
Sergik - Warehouse District.1.wav,129.2,C# minor,12A,6
SERGIK x Stan The Guitarman - Interstate 1.wav,86.1,E minor,9A,6
SERGIK x Hausofdevotion - Love Again.wav,117.5,B minor,10A,5
SERGIK - Melt 1.wav,129.2,A major,11B,6
Sergik - Do You.wav,86.1,E major,12B,6
SERGIK - Tippn Screw.wav,89.1,D minor,7A,5
SERGIK x Slick Floyd - Listen Up.wav,86.1,A minor,8A,7
SERGIK - One Time v2.wav,92.3,D major,10B,6
SERGIK x Breauxxx x Janis - The Bag  (SERGIK DiscoTecha VIP 2).wav,129.2,A major,11B,6
SERGIK - The Bomb.wav,86.1,A major,11B,6
SERGIK x Janis & the Planets - Levitating.wav,86.1,A minor,8A,6
SERGIK x Lugh Haurie - Zoned.wav,129.2,G major,9B,7
SERGIK x Sean Hart x Sean Watson x Janis - Snap Back1.wav,143.6,D major,10B,6
SERGIK x BeJanis - Feel The Rhythm.wav,129.2,A minor,8A,5
SERGIK x Janis x Sean W x Safecrackaz - Take Me To.wav,112.3,D major,10B,4
SERGIK - Farewell.wav,86.1,A minor,8A,6
SERGIK x Bones - Momentum.wav,86.1,F major,7B,7
SERGIK x Tibbs - Prosper.wav,117.5,A major,11B,6
SERGIK - Freaks n Beats.wav,86.1,D major,10B,6
SERGIK - Oye Mami.wav,86.1,D major,10B,6
SERGIK X WWW - Muzik.wav,147.7,D major,10B,7
SERGIK - 6 Hours In.wav,86.1,D major,10B,6
SERGIK - Tell Her.wav,117.5,A minor,8A,7
SERGIK x Breauxx - Move Me _ Dance With Me2.wav,129.2,A major,11B,6
SERGIK - Its a Feeling.wav,123.0,D minor,7A,6
SERGIK x MEUGEN - Lucid.wav,147.7,A major,11B,5
SERGIK - Party People.wav,129.2,A minor,8A,6
SERGIK - Get it Poppn.wav,129.2,D major,10B,7
Sergik x Grund - Oh My.wav,86.1,A minor,8A,6
Sergik x Silent Jay - We All Turnt.wav,86.1,D major,10B,7
SERGIK - Take.wav,86.1,D major,10B,7
SERGIK - Uninvited v2.wav,86.1,D major,10B,6
SERGIK x Andino - Alboroto.wav,86.1,D minor,7A,6
SERGIK - Not the Type.wav,123.0,A minor,8A,7
SERGIK x Breauxx - You Can't.wav,86.1,D major,10B,5
SERGIK x OffMedz_ - Around the World 1.wav,86.1,D major,10B,7
SERGIK - Give It Up.wav,123.0,D major,10B,7
SERGIK x OG Coconut - Do It.wav,129.2,A minor,8A,6
SERGIK - Dandy (BeJanis - Suade Remix) - CMaj - 99bpm.wav,92.3,D major,10B,6
SERGIK - Abduction.wav,86.1,A major,11B,6
SERGIK x WWW - Heartbeat.wav,92.3,A minor,8A,5
SERGIK - Bless the Trap 2.wav,86.1,A major,11B,6
sergik funk gtrs.mp3,152.0,A minor,8A,4
sergik funk gtr2.mp3,152.0,D major,10B,5
SERGIK - Havn Fun.wav,129.2,D major,10B,6
SERGIK - Funkdamentals.wav,86.1,D major,10B,6
SERGIK x Mateo Haze - Boss.wav,117.5,D major,10B,5
SERGIK x Zonii - LAZER BEAMS.wav,123.0,A minor,8A,6
SERGIK - Swonky 1.wav,129.2,A major,11B,6
SERGIK - Soul Candy.wav,117.5,A major,11B,6
Sergik - Doses.wav,86.1,D minor,7A,7
SERGIK - Preach to the Choir ft. Sewer.wav,86.1,C minor,5A,6
SERGIK - Hustle Funkshway.wav,117.5,A major,11B,6
SERGIK - Fxck it.wav,86.1,D major,10B,6
SERGIK x WWW - Late Nighters.wav,86.1,A minor,8A,6
SERGIK - GET ON MY VIBE.2.wav,86.1,D minor,7A,6
SERGIK x WWW - Daft Punk - Harder Better Faster Stronger Flip.wav,123.0,F# minor,11A,5
SERGIK - Can You Dance v2.wav,86.1,D minor,7A,7
SERGIK - Rhythm.wav,86.1,A major,11B,6
SERGIK - Witchoo.wav,117.5,F# minor,11A,6
SERGIK - Like The Ol Days (Bass VIP).wav,123.0,A major,11B,6
SERGIK - Inspire.wav,92.3,D major,10B,6
SERGIK - Nothing to it.wav,123.0,D major,10B,6
SERGIK  - Betta.wav,123.0,G major,9B,7
SERGIK - Creature Hrs.wav,86.1,A major,11B,6
SERGIK - In The Streets.wav,86.1,B minor,10A,6
SERGIK x Silent Jay - Like That.wav,86.1,A major,11B,7
SERGIK - tell her v2.wav,117.5,A minor,8A,7
SERGIK x Chris Powell - Wut We Hear To Do.wav,147.7,D major,10B,6
SERGIK x Konbot x Lavender - Moon Freakin.wav,123.0,D major,10B,6
SERGIK - Head Up.wav,86.1,D major,10B,7
SERGIK x Breauxxx - Pumpin.wav,129.2,D major,10B,7
SERGIK - Back Around.wav,86.1,D major,10B,7
SERGIK - Give Back Ft. Cy Heck.wav,86.1,A major,11B,6
SERGIK - Dubonaut.wav,129.2,A major,11B,5
SERGIK x Breauxx x WWW - Uninvited v2.wav,86.1,D major,10B,8
SERGIK - Come On Strong - 124 BPM Dmin.wav,86.1,D major,10B,7
SERGIK x Sean Hart - Madness In The Summer.wav,117.5,A major,11B,6
SERGIK x Nood - Im Grown (Instrumental).wav,143.6,A major,11B,5
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya (Instrumental).wav,92.3,,,1
SERGIK - Moon Settler.wav,117.5,A minor,8A,7
SERGIK - Whats the Plan Ft. WWW.wav,86.1,A major,11B,6
SERGIK x Bob Marley and The Wailers - Get up Stand up.wav,152.0,D major,10B,6
SERGIK - Funkshway - ANALOG RECORDING.wav,117.5,D major,10B,6
SERGIK - Self Love.wav,86.1,D major,10B,7
SERGIK - Conducter.wav,129.2,D minor,7A,5
SERGIK Ft. Janis & The Planets - Like A Daisy.wav,86.1,A minor,8A,6
SERGIK - In The Streets - (Funkshway SRGFLp) V2.wav,117.5,A major,11B,6
SERGIK - Nimbus Ride.wav,117.5,D minor,7A,5
Sergik x DJ Epidemik x 1200Runway - No Time.wav,86.1,F# minor,11A,6
SERGIK x Auxlee - Quirk.wav,147.7,D major,10B,5
SERGIK - Chasing the sun to Tokyo (Mastered).wav,89.1,E minor,9A,6
SERGIK x Cafe Caderas - House Girls.wav,129.2,A major,11B,6
SERGIK - Drop Dat B.wav,129.2,D major,10B,5
SERGIK - In The Moment.wav,86.1,D minor,7A,7
SERGIK - Up All Night.wav,86.1,C major,8B,6
SERGIK x Sean Hart - - All I Want V3.wav,117.5,A major,11B,6
SERGIK - I Like the way.wav,123.0,A major,11B,6
SERGIK - Golden Hour - Trap.wav,86.1,A major,11B,6
SERGIK - Guttah.wav,129.2,A major,11B,8
Sergik x Hausofdevotion - Delirium.wav,86.1,A minor,8A,5
SERGIK x Janis - Like a Daisy (VIP Alchemy).wav,76.0,F major,7B,6
SERGIK x Sean Hart Ft. Chris Powell - American LOVE (Rebass).wav,117.5,D major,10B,6
SERGIK - All My Ladies ft. Nessa.wav,123.0,F major,7B,6
SERGIK x Breauxxx - All Around.wav,86.1,D major,10B,6
SERGIK - Lose Yourself.wav,123.0,D major,10B,6
SERGIK - Aha.wav,86.1,A minor,8A,6
SERGIK x Aloe Flipz x Nood - Bxtch I Grow (Shafeus Edit).wav,86.1,A# minor,3A,6
SERGIK - Jumpin v2.wav,129.2,A major,11B,5
SERGIK - Dont Go.wav,86.1,F# minor,11A,8
SERGIK x Silent Jay - Soul On Fire.wav,86.1,D major,10B,7
SERGIK - Do My Thang.wav,86.1,A major,11B,8
SERGIK x Forgotten Modern - Give it To Em.wav,123.0,A minor,8A,8
SERGIK - Electrify.wav,86.1,D major,10B,5
SERGIK X JIMII - JUST IN CASE.wav,129.2,D major,10B,6
SERGIK x Sean Hart x Sean Watson V2x Janis - Snap Back Sweet.wav,92.3,A major,11B,6
SERGIK x Bone - Motion.wav,89.1,D minor,7A,5
Sergik - Tell Me.wav,123.0,D minor,7A,6
SERGIK x Breauxxx x NOOD - Comprehension.wav,129.2,D major,10B,6
SERGIK x Aloe Flipz - Broken Problems v2.wav,123.0,D major,10B,6
SERGIK x Slick - Gangsta.wav,86.1,D major,10B,5
SERGIK - Elevator Musik.wav,129.2,D major,10B,7
SERGIK - Never Hold Back.wav,86.1,D minor,7A,6
SERGIK - Funkshway analog.wav,117.5,D major,10B,7
Sergik - 90s Baby.wav,86.1,D major,10B,6
SERGIK - Going Fast3.wav,86.1,D major,10B,6
SERGIK - Hotstepper Remix.wav,99.4,D minor,7A,5
SERGIK - Mind n Body.wav,86.1,D major,10B,6
SERGIK x Sean Hart Ft. Chris Powell - American LOVE V2.mp3,123.0,D major,10B,6
SERGIK x NOBOUNDS - Alleyways.wav,123.0,A minor,8A,6
SERGIK x Aloe Flipz - Betta Daze 88bpm.wav,89.1,D minor,7A,6
SERGIK - Going Fast.wav,86.1,D major,10B,7
SERGIK - Hi n Lo.wav,86.1,D# major,5B,6
SERGIK - Going Fast2.wav,86.1,D major,10B,7
SERGIK x CHKLZ - To Da Flow.wav,129.2,A major,11B,7
SERGIK ft. Residuo - Gottalotta.1.wav,123.0,D major,10B,7
SERGIK - Must Be.wav,86.1,D major,10B,6
Sergik x Skeezy - Gangsta.wav,129.2,D major,10B,6
SERGIK - Space Travel.wav,86.1,A major,11B,6
SERGIK - Astro Daze.wav,76.0,A minor,8A,9
SERGIK x OG Coconut - What you want.wav,86.1,D major,10B,7
SERGIKx Offmedz_ - Trippy Liquid.wav,86.1,D major,10B,6
SERGIK x Slick Floyd x Lev Ayathiens - Running V2.wav,117.5,F major,7B,6
Sergik x Slick - Da Pyramids.wav,86.1,D minor,7A,6
SERGIK - Boomers.wav,123.0,F# minor,11A,5
SERGIK - Have To Dance.wav,123.0,A major,11B,6
SERGIK x AUXLEE - The Conex.wav,103.4,A minor,8A,8
SERGIK - Motions.wav,129.2,D minor,7A,5
SERGIK - Duces (Disco Infero Remix).wav,112.3,D major,10B,6
SERGIK - How I Feel.wav,117.5,A minor,8A,6
SERGIK - When we go.wav,86.1,D major,10B,7
SERGIK - Wonked.wav,92.3,A minor,8A,6
SERGIK - Whats Her Name ft. Mateo Haze.wav,117.5,A major,11B,6
SERGIK x LODIN - Bussin v2.wav,123.0,A major,11B,7
SERGIK - Leveled.wav,92.3,A major,11B,5
SERGIK - Seretonin.wav,86.1,B minor,10A,6
SERGIK - City Control.wav,123.0,A major,11B,7
SERGIK - Rhythm v3.wav,86.1,A minor,8A,6
SERGIK - Something.wav,86.1,D major,10B,7
SERGIK - Vibrationz.wav,123.0,D major,10B,6
SERGIK - Like The Ol Days.wav,123.0,E minor,9A,6
SERGIK x OG Coconut x Kuhl - Mavericks V2.wav,143.6,D major,10B,6
SERGIK x Deep Chetty- So Good.wav,86.1,D minor,7A,7
SERGIK - Tell me wat it do.wav,129.2,D major,10B,7
SERGIK Ft. Lugh Haurie - Zoned 127 BPM D Min.wav,129.2,C major,8B,7
Sergik x JIMIII x Mateo Haze - Tap In.wav,147.7,D major,10B,7
SERGIK - Traction.wav,92.3,D major,10B,5
SERGIK x Janis x Sean W x Safecrackaz - Take Me To 2.wav,117.5,D major,10B,5
SERGIK x Zack Thrasher - Betta.wav,123.0,G major,9B,8
SERGIK x Zonii - kcuf.wav,123.0,A major,11B,6
SERGIK - Wut We Bring.wav,86.1,D minor,7A,6
SERGIK - Funky Technician.wav,86.1,D major,10B,6
SERGIK x Breauxx x WWW - Uninvited.wav,86.1,D major,10B,9
SERGIK x Zak Martin - Throw it Back.wav,129.2,D major,10B,6
SERGIK - Rhythm v2.wav,86.1,A major,11B,6
SERGIK x Breauxxx - The Bag 135bpm (Techyea SRGFLIP).wav,129.2,D major,10B,6
SERGIK x Frank Terry_Repeat_MSTR 1 [Worth the Weight Mastering].wav,86.1,D major,10B,6
SERGIK x Kody Black x Lugh Haurie - All My Friends.wav,129.2,D major,10B,7
Sergik - Hard to Love.wav,117.5,A minor,8A,6
SERGIK - How We Do.wav,129.2,D major,10B,5
SERGIK x Auxlee - Weepin Willows.wav,136.0,A major,11B,6
SERGIK - The Beat.wav,117.5,A minor,8A,7
SERGIK x Mike Ron - MNWKA.wav,92.3,A major,11B,5
SERGIK x Bob Secret - Kiss Me.wav,123.0,D minor,7A,7
SERGIK - Bass Bunker.wav,89.1,D minor,7A,6
SERGIK - Rushy Funkshway.wav,117.5,A major,11B,6
SERGIK - Straight to the Room.wav,86.1,A major,11B,6
SERGIK - Rhythm VIP Techno.wav,129.2,A minor,8A,6
SERGIK x Janis & The Planets - To The Moon.wav,117.5,A minor,8A,6
SERGIK ft. Javi - LOKO.wav,129.2,A major,11B,6
SERGIK - This is the sound.wav,86.1,A major,11B,7
SERGIK - Piece Of Your Luv 2.wav,123.0,D minor,7A,8
Sergik - Kittymean.wav,129.2,E minor,9A,6
SERGIK x OG Coconut - Big Macs n Jumbo Jacks.wav,129.2,E minor,9A,5
SERGIK - To Dat Bass.wav,129.2,D major,10B,6
SERGIK x OG Coconut x Kuhl - Mavericks.aif,143.6,A major,11B,6
SERGIK - The World Dont Stop The Day (Sax).wav,123.0,D major,10B,6
SERGIK - Discodellic.wav,86.1,D minor,7A,6
SERGIK - My Type.wav,86.1,D minor,7A,7
SERGIK x Aloe Flipz - Broken Problems.wav,123.0,D major,10B,7
Sergik x Silent Jay - tear the roof off.wav,86.1,D major,10B,7
SERGIK - Cherry Bombs singled.wav,86.1,D minor,7A,5
SERGIK Rework - Say Yeah v4.wav,129.2,A major,11B,6
SERGIK - Resist d'King Of The Jungle with LOVE.wav,123.0,G major,9B,5
SERGIK x NOOD - juice.wav,129.2,D major,10B,5
Sergik - Warehouse District.wav,86.1,C# minor,12A,6
Sergik - Recuperate.wav,83.4,A minor,8A,5
SERGIK - Like That 1.wav,86.1,A major,11B,7
sergik x frank terry_cozy cats_master 1 (worth the weight).wav,86.1,G major,9B,6
SERGIK - Forza.wav,86.1,D major,10B,8
SERGIK x Slick Floyd x Lev Ayathiens - Running.wav,117.5,F major,7B,6
SERGIK - Can We Rock.wav,117.5,A major,11B,5
Sergik x Slick Floyd - If you want to.wav,86.1,A major,11B,7
SERGIK - Ooh I Like That.wav,123.0,D major,10B,6
SERGIK x CHKLZ - On Da Flow.wav,86.1,D major,10B,7
SERGIK - Deep Side The Mood.wav,136.0,D major,10B,5
SERGIK x Janis & The Planets - Searching (Instrumental).wav,92.3,F major,7B,5
SERGIK - Para Papa.wav,123.0,A major,11B,8
SERGIK - Drunk.wav,129.2,A major,11B,6
SERGIK - Rushy Funkshway 1.wav,117.5,A major,11B,7
SERGIK x Breauxxx - The Bag 135bpm (Tech-yes VIP).wav,129.2,D major,10B,6
SERGIK  - Make it Bounce Pre-Master.wav,129.2,D major,10B,6
SERGIK - Roundabout No Exit.wav,86.1,D major,10B,6
SERGIK - Free.wav,129.2,A major,11B,6
SERGIK x Guage x Fairydvst - Feelin.wav,129.2,D major,10B,6
SERGIK x BatteryLo - Thiiisss.wav,92.3,A minor,8A,7
SERGIK x Slick Floyd x Lev Ayathiens - Running (No Vocals).wav,117.5,F minor,4A,6
SERGIK - Cant Fight It.wav,123.0,D major,10B,7
SERGIK - Book of Memories.wav,92.3,G major,9B,6
SERGIK x Stov - Everyday (DnB ViP).wav,76.0,A major,11B,6
SERGIK - WooksWonkWubz.wav,143.6,A major,11B,6
SERGIK x Braydo - Bicycle Day.wav,86.1,D major,10B,7
SERGIK - Containment Breach.wav,129.2,A major,11B,5
Sergik x L9V - Hourglass.wav,86.1,D minor,7A,8
SERGIK - Early Morning.wav,123.0,G# major,4B,8
SERGIK x NOOD - If You Want To.wav,86.1,C major,8B,6
SERGIK Remix - Durand Jones & The Indications - Witchoo.wav,117.5,F# minor,11A,6
SERGIK x JIMII - Do it Yourself v2.wav,86.1,D major,10B,6
SERGIK ft Tia Jenny - Thats IT..wav,117.5,A minor,8A,6
SERGIK x Breauxx - Come Correct.wav,129.2,A major,11B,6
SERGIK - No Drama.wav,123.0,A minor,8A,5
SERGIK x ESHER - Nitrous.wav,136.0,C major,8B,5
SERGIK x Sean Watson Ft. Janis - A Good Day.wav,92.3,A major,11B,6
SERGIK Ft. Janis & The Planets - Suade.wav,92.3,D minor,7A,6
SERGIK x Zak Martin - Wat U Want.wav,86.1,A minor,8A,6
Sergik - baked turkey.wav,117.5,C minor,5A,5
SERGIK x Jetski - Alienated.wav,129.2,D minor,7A,7
SERGIK x Slick Floyd - LDE.wav,86.1,D major,10B,7
SERGIK x Cy Heck - On A Diet.wav,129.2,D minor,7A,6
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya (Instrumental) 1.wav,123.0,D major,10B,6
SERGIK - To Dat Bass 2.wav,86.1,D major,10B,6
SERGIK - Turn in to.wav,123.0,A major,11B,6
SERGIK - Whats the Reason (Bass VIP).wav,92.3,A minor,8A,6
SERGIK - Rover Coasting.wav,86.1,D major,10B,5
SERGIK - Bitty Bong Dub.wav,92.3,D minor,7A,5
SERGIK - The World Dont Stop The Day.wav,86.1,D major,10B,6
SERGIK x Slick Floyd - Pharoe.wav,86.1,A major,11B,5
SERGIK x Isaiah - Wont Stop.wav,136.0,E minor,9A,6
SERGIK x Sean Hart x Cy Heck - Give Me That Sound.wav,123.0,D major,10B,5
SERGIK X OG Coconuttz - Drunk n High.wav,143.6,A major,11B,6
SERGIK - Going Gone 122bpm.wav,86.1,A major,11B,6
SERGIK - Frequency.wav,129.2,D minor,7A,7
SERGIK - Double D's.wav,86.1,D major,10B,6
SERGIK - In The Streets 2.wav,86.1,D major,10B,6
SERGIK - Like The Ol Days 1.wav,129.2,A major,11B,6
